# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
  k141_63013_4        K00570   94.60   24.6   1.8e-06 phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
  k141_63013_4        K21172  376.17   22.2   7.7e-06 enediyne biosynthesis protein CalE5
  k141_63013_4        K21806  190.93   19.2   6.5e-05 protein N-lysine methyltransferase METTL21D [EC:2.1.1.-]
  k141_63013_4        K00598  125.20   18.7   0.00011 trans-aconitate 2-methyltransferase [EC:2.1.1.144]
  k141_63013_4        K02169  169.40   17.5   0.00017 malonyl-CoA O-methyltransferase [EC:2.1.1.197]
  k141_63013_4        K00573   83.73   17.2   0.00026 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
  k141_63013_4        K22438  120.37   15.3    0.0011 trans-aconitate 3-methyltransferase [EC:2.1.1.145]
  k141_63013_4        K18897  207.10   15.3    0.0015 sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.157]
  k141_63013_4        K14191  256.97   14.5    0.0015 18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183]
  k141_63013_4        K03428  177.77   14.5     0.002 magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]
  k141_63013_4        K17462  126.53   14.4    0.0028 putative AdoMet-dependent methyltransferase [EC:2.1.1.-]
  k141_63013_4        K13623  184.23   14.2    0.0027 S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
  k141_63013_4        K24071  777.33   13.2    0.0029 glycine/sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.156 2.1.1.157]
  k141_63013_4        K18534  323.23   13.1    0.0052 MPBQ/MSBQ methyltransferase [EC:2.1.1.295]
  k141_63013_4        K15444  302.13   12.9    0.0045 tRNA (uracil-5-)-methyltransferase TRM9 [EC:2.1.1.229]
  k141_63013_4        K21459  142.37   12.7    0.0074 cypemycin N-terminal methyltransferase [EC:2.1.1.301]
  k141_63013_4        K00595  205.40   12.6    0.0051 precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]
  k141_63013_4        K25595  354.37   12.5    0.0058 arginine Nomega-methyltransferase [EC:2.1.1.381]
  k141_63013_4        K15942  329.77   12.3    0.0069 O-methyltransferase / aklanonic acid methyltransferase [EC:2.1.1.- 2.1.1.288]
  k141_63013_4        K10718  131.77   12.3    0.0087 juvenile hormone-III synthase [EC:2.1.1.325]
  k141_63013_4        K17803  172.80   12.0    0.0096 methyltransferase OMS1, mitochondrial [EC:2.1.1.-]
  k141_63013_4        K02191  200.43   11.6     0.015 cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]
  k141_63013_4        K03215  302.93   11.2     0.013 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]
  k141_63013_4        K03501   60.80   10.9     0.027 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]
  k141_63013_4        K05929  183.87   10.8     0.015 phosphoethanolamine N-methyltransferase [EC:2.1.1.103]
  k141_63013_4        K11434  465.03   10.5     0.031 type I protein arginine methyltransferase [EC:2.1.1.319]
  k141_63013_4        K00591  341.33    8.3       0.1 polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64]
  k141_63013_5        K05357   49.00   19.4   6.7e-05 vitamin-K-epoxide reductase (warfarin-sensitive) [EC:1.17.4.4]
  k141_63013_5        K04165  512.70    9.6     0.044 octopamine receptor
  k141_63013_5        K07778  168.33    2.1       8.9 two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
  k141_63013_5        K22452   92.33    1.7       9.1 protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]
  k141_63013_5        K01992   16.03    0.4        24 ABC-2 type transport system permease protein
  k141_63013_5        K21306  302.83    0.0        21 dolichyl-phosphooligosaccharide-protein glycotransferase [EC:2.4.99.21]
* k141_63013_6        K00127   89.43  155.9   1.7e-46 formate dehydrogenase subunit gamma
  k141_63013_6        K08350  325.23   82.5   3.2e-24 formate dehydrogenase-N, gamma subunit
  k141_63013_6        K03620   99.80   30.6   2.3e-08 Ni/Fe-hydrogenase 1 B-type cytochrome subunit
  k141_63013_6        K09792   77.30   14.5     0.002 uncharacterized protein
  k141_63013_6        K14069  165.23   11.7     0.014 methanophenazine hydrogenase, cytochrome b subunit [EC:1.12.98.3]
  k141_63013_6        K02715   62.50    4.4       4.1 PsbN protein
  k141_63013_7        K07147  142.97  115.3   3.8e-34 methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]
  k141_63013_7        K00387  437.17   83.6   1.2e-24 sulfite oxidase [EC:1.8.3.1]
  k141_63013_7        K05301  503.77   82.7   2.7e-24 sulfite dehydrogenase (cytochrome) subunit A [EC:1.8.2.1]
  k141_63013_7        K17225  441.53   77.5   1.1e-22 sulfane dehydrogenase subunit SoxC
  k141_63013_7        K10534  735.77   34.8   4.6e-10 nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]
  k141_63013_8        K09702   63.67   28.0   1.6e-07 uncharacterized protein
  k141_63013_9        K14059  184.33   31.7   1.3e-08 integrase
  k141_63013_9        K04763  301.20   11.7     0.011 integrase/recombinase XerD
  k141_98775_1        K15885  345.73   17.7   0.00016 C7-C12 aromatase (ARO/CYC) [EC:4.2.1.-]
  k141_98775_1        K16260  154.43   13.4     0.005 mxaD protein
  k141_98775_1        K05554  115.23   13.3    0.0037 aromatase [EC:4.2.1.-]
* k141_98775_2        K07096   90.10   98.9   3.4e-29 uncharacterized protein
  k141_98775_2        K07095   99.70   31.5   1.3e-08 uncharacterized protein
  k141_98775_2        K07099  219.37   15.3   0.00091 uncharacterized protein
  k141_98775_2        K03269   68.03   10.7     0.023 UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
* k141_98775_4        K01897  432.40  507.9  6.6e-153 long-chain acyl-CoA synthetase [EC:6.2.1.3]
  k141_98775_4        K15013  647.30  398.3    7e-120 long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3]
  k141_98775_4        K18661  573.17  206.3   9.8e-62 malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.76 6.2.1.-]
  k141_98775_4        K10526  707.30  194.2   3.8e-58 OPC-8:0 CoA ligase 1 [EC:6.2.1.-]
  k141_98775_4        K23617  874.00  185.3   1.9e-55 medium-chain acyl-CoA ligase, mitochondrial [EC:6.2.1.2]
  k141_98775_4        K01911  355.50  172.4   2.2e-51 o-succinylbenzoate---CoA ligase [EC:6.2.1.26]
  k141_98775_4        K12421 1238.87  163.3     8e-49 fatty acid CoA ligase FadD9
  k141_98775_4        K22133  516.63  157.9   3.6e-47 oxalate---CoA ligase [EC:6.2.1.8]
  k141_98775_4        K00666  592.53  154.0   7.2e-46 fatty-acyl-CoA synthase [EC:6.2.1.-]
  k141_98775_4        K12507  592.43  133.9   7.1e-40 acyl-CoA synthetase [EC:6.2.1.-]
  k141_98775_4        K22319  619.30  133.7   7.7e-40 olefin beta-lactone synthetase [EC:6.1.3.1]
  k141_98775_4        K02182  508.57  126.2   1.5e-37 carnitine-CoA ligase [EC:6.2.1.48]
  k141_98775_4        K01904  547.37  125.3   3.1e-37 4-coumarate--CoA ligase [EC:6.2.1.12]
  k141_98775_4        K18687  602.00  120.7     7e-36 HIP---CoA ligase [EC:6.2.1.41]
  k141_98775_4        K25775  533.37  114.5   5.2e-34 steroid-24-oyl-CoA synthetase [EC:6.2.1.-]
  k141_98775_4        K12508  293.63  112.7   1.6e-33 feruloyl-CoA synthase [EC:6.2.1.34]
  k141_98775_4        K26005  596.67  111.9   3.1e-33 sulfoacetate-CoA ligase [EC:6.2.1.-]
  k141_98775_4        K05939  412.27  104.9   3.2e-31 acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]
  k141_98775_4        K04116  608.97  104.3   6.2e-31 cyclohexanecarboxylate-CoA ligase [EC:6.2.1.-]
  k141_98775_4        K16124 6399.73  102.0   6.3e-31 tyrocidine synthetase III
  k141_98775_4        K12426  901.43   95.6   2.7e-28 long-chain fatty acid adenylase/transferase FadD26 [EC:6.2.1.59]
  k141_98775_4        K25760  724.10   94.7   4.7e-28 indoleacetate---CoA ligase [EC:6.2.1.75]
  k141_98775_4        K21780  491.23   93.2   1.4e-27 L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53]
  k141_98775_4        K22149  649.60   92.2     3e-27 mevalonyl-CoA ligase
  k141_98775_4        K16029       -   91.0   1.8e-27 ansamitocin polyketide synthase A
  k141_98775_4        K18660  455.00   90.7   8.1e-27 malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.76 6.2.1.-]
  k141_98775_4        K25774 1025.33   88.1   5.6e-26 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
  k141_98775_4        K12422  715.83   88.0   5.9e-26 long chain fatty acid CoA ligase FadD10 [EC:6.2.1.-]
  k141_98775_4        K12428  815.67   87.0     1e-25 fatty acyl-AMP ligase FadD32 [EC:6.2.1.-]
  k141_98775_4        K02364 1393.67   86.9   8.3e-26 L-serine---[L-seryl-carrier protein] ligase [EC:6.3.2.14 6.2.1.72]
  k141_98775_4        K27292  446.90   82.5   2.9e-24 3-aminoavenalumate diazotase [EC:6.7.1.2]
  k141_98775_4        K16876  557.40   80.7   9.9e-24 2-furoate---CoA ligase [EC:6.2.1.31]
  k141_98775_4        K15670 5526.07   80.4   2.5e-24 rifamycin polyketide synthase modules 1, 2 and 3 [EC:6.2.1.74]
  k141_98775_4        K22148 1528.67   78.7   8.2e-24 ferricrocin synthase
  k141_98775_4        K16375 15126.67   76.8   2.1e-23 polyketide synthase FkbB
  k141_98775_4        K16118 4469.83   76.7   3.9e-23 pristinamycin I synthase 3 and 4
  k141_98775_4        K01896  943.13   76.5   1.4e-22 medium-chain acyl-CoA synthetase [EC:6.2.1.2]
  k141_98775_4        K04105  769.77   75.2   4.6e-22 4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25]
  k141_98775_4        K12240 1401.97   74.1   4.9e-22 L-cysteine---[L-cysteinyl-carrier protein] ligase PchF [EC:6.2.1.69]
  k141_98775_4        K01895  770.50   73.6   1.3e-21 acetyl-CoA synthetase [EC:6.2.1.1]
  k141_98775_4        K23618  812.60   73.2   1.6e-21 acyl-activating enzyme 11/12 [EC:6.2.1.2 6.2.1.-]
  k141_98775_4        K04780 2149.00   72.3   1.3e-21 glyine---[glycyl-carrier protein] ligase [EC:6.2.1.66]
  k141_98775_4        K14760  383.63   72.0   3.7e-21 o-succinylbenzoate---CoA ligase [EC:6.2.1.26]
  k141_98775_4        K12429  659.97   71.1     7e-21 fatty acid CoA ligase FadD36
  k141_98775_4        K05914       -   69.6     2e-20 photinus-luciferin 4-monooxygenase (ATP-hydrolysing) [EC:1.13.12.7]
  k141_98775_4        K20034  732.60   68.4   4.6e-20 3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]
  k141_98775_4        K04110  791.43   68.0   6.4e-20 benzoate-CoA ligase [EC:6.2.1.25]
  k141_98775_4        K08295  532.10   67.1   1.3e-19 2-aminobenzoate-CoA ligase [EC:6.2.1.32]
  k141_98775_4        K15655 4807.60   66.0   6.2e-20 surfactin/lichenysin synthetase B
  k141_98775_4        K04792 1255.37   65.5   1.9e-19 mycobactin peptide synthetase MbtF
  k141_98775_4        K21284  311.70   65.4   4.4e-19 3-hydroxy-4-methylanthranilate adenylyltransferase [EC:2.7.7.97]
  k141_98775_4        K12709  701.93   65.1   5.1e-19 8-demethylnovobiocic acid synthase [EC:6.3.1.15]
  k141_98775_4        K16123 5022.27   62.9   4.9e-19 tyrocidine synthetase II
  k141_98775_4        K15654 6285.73   62.8   5.6e-19 surfactin/lichenysin synthetase A
  k141_98775_4        K20423  834.63   61.1   6.2e-18 2-hydroxy-7-methoxy-5-methyl-1-naphthoate---CoA ligase [EC:6.2.1.43]
  k141_98775_4        K16429 7035.63   60.9   1.9e-18 nonribosomal peptide synthetase CepB
  k141_98775_4        K20458  857.47   60.8   9.5e-18 3-hydroxybenzoate/4-hydroxybenzoate---CoA ligase [EC:6.2.1.37 6.2.1.27]
  k141_98775_4        K16432  919.83   60.8   9.3e-18 nonribosomal peptide synthetase CepK
  k141_98775_4        K04783  787.40   60.6   7.4e-18 yersiniabactin salicyl-AMP ligase [EC:6.3.2.-]
  k141_98775_4        K09460       -   60.5   1.2e-17 anthranilate-CoA ligase [EC:6.2.1.32]
  k141_98775_4        K15394 3856.47   60.3   3.5e-18 hybrid polyketide synthase / nonribosomal peptide synthetase ACE1
  k141_98775_4        K04788 1446.93   59.0     2e-17 mycobactin phenyloxazoline synthetase
  k141_98775_4        K03367  502.33   59.0   3.2e-17 D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]
  k141_98775_4        K16099 4793.83   58.9   1.2e-17 nonribosomal peptide synthetase protein VioA
  k141_98775_4        K16416 1478.47   58.8   1.7e-17 myxalamid-type nonribosomal peptide synthetase MxaA
  k141_98775_4        K16116       -   58.7   3.9e-17 pristinamycin I synthetase 1
  k141_98775_4        K16428 3246.43   57.7   3.1e-17 nonribosomal peptide synthetase CepA
  k141_98775_4        K16132 2187.43   57.5   4.8e-17 microcystin synthetase protein McyC
  k141_98775_4        K21191 1000.87   57.1   1.3e-16 CoA ligase [EC:6.2.1.-]
  k141_98775_4        K12238  900.50   57.1   1.3e-16 salicylate---[aryl-carrier protein] ligase [EC:6.2.1.61]
  k141_98775_4        K04787  762.87   57.0   1.1e-16 mycobactin salicyl-AMP ligase [EC:6.3.2.-]
  k141_98775_4        K12423  950.63   56.8   1.5e-16 fatty acid CoA ligase FadD21
  k141_98775_4        K02363  770.47   56.4   1.5e-16 2,3-dihydroxybenzoate---[aryl-carrier protein] ligase [EC:6.3.2.14 6.2.1.71]
  k141_98775_4        K15660 3784.93   56.0     5e-17 arthrofactin-type cyclic lipopeptide synthetase C
  k141_98775_4        K15668 2047.50   55.5   2.4e-16 plipastatin/fengycin lipopeptide synthetase E
  k141_98775_4        K21059 1169.10   55.4   3.6e-16 4-hydroxyphenylalkanoate adenylyltransferase [EC:6.2.1.51]
  k141_98775_4        K18688  405.53   55.0   5.1e-16 3-oxocholest-4-en-26-oate---CoA ligase [EC:6.2.1.42]
  k141_98775_4        K12424  560.23   54.9   6.1e-16 4-hydroxybenzoate adenylyltransferase [EC:6.2.1.50]
  k141_98775_4        K15667 4376.60   54.3   2.3e-16 plipastatin/fengycin lipopeptide synthetase D
  k141_98775_4        K01909  677.33   54.2   7.4e-16 long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:6.2.1.20]
  k141_98775_4        K04789 1327.27   53.9   5.2e-16 mycobactin peptide synthetase MbtE
  k141_98775_4        K15868  471.27   53.0   2.3e-15 bile acid-coenzyme A ligase [EC:6.2.1.7]
  k141_98775_4        K15656 2211.63   52.9   1.5e-15 surfactin/lichenysin synthetase C
  k141_98775_4        K12913       -   52.7   1.6e-15 phosphinothricin tripeptide synthetase PhsC
  k141_98775_4        K23756  965.10   52.6   2.5e-15 medium-chain acyl-CoA ligase / lipoate-activating enzyme [EC:6.2.1.2]
  k141_98775_4        K22118 1081.70   52.6   1.1e-15 gliotoxin/aspirochlorine biosynthesis peptide synthetase [EC:6.3.2.-]
  k141_98775_4        K23108       -   51.8   4.9e-15 benzoate---CoA ligase [EC:6.2.1.25]
  k141_98775_4        K04784 1838.77   51.4   2.8e-15 yersiniabactin nonribosomal peptide synthetase
  k141_98775_4        K15658 3581.73   51.0   3.7e-15 arthrofactin-type cyclic lipopeptide synthetase A
  k141_98775_4        K16430 2978.07   50.9   3.9e-15 nonribosomal peptide synthetase CepC
  k141_98775_4        K15662 10654.40   50.9   1.2e-15 iturin family lipopeptide synthetase B
  k141_98775_4        K24101 1963.17   50.8   3.1e-15 L-arginine---[L-arginyl-carrier protein] ligase [EC:6.2.1.63]
  k141_98775_4        K18000  806.27   50.8   1.1e-14 anthranilate-CoA ligase [EC:6.2.1.32]
  k141_98775_4        K12427  992.23   50.8   9.3e-15 long-chain fatty acid adenylyltransferase FadD28 [EC:6.2.1.49]
  k141_98775_4        K15663 4322.10   50.3   4.4e-15 iturin family lipopeptide synthetase C
  k141_98775_4        K16094 4201.37   50.1   4.8e-15 bacitracin synthase 2
  k141_98775_4        K16122 2086.27   49.8   1.2e-14 tyrocidine synthetase I
  k141_98775_4        K01913  870.67   49.7   2.1e-14 acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]
  k141_98775_4        K15665 4492.97   49.1   1.2e-14 plipastatin/fengycin lipopeptide synthetase B
  k141_98775_4        K15653 1297.53   48.3     3e-14 nonribosomal peptide synthetase MxcG
  k141_98775_4        K08746  963.90   48.2   6.9e-14 solute carrier family 27 (fatty acid transporter), member 2 [EC:6.2.1.- 6.2.1.3]
  k141_98775_4        K15661 4483.10   47.4   2.1e-14 iturin family lipopeptide synthetase A
  k141_98775_4        K25044  754.07   47.1   1.1e-13 cis-3-alkyl-4-acyloxetan-2-one decarboxylase / olefin beta-lactone synthetase [EC:4.1.1.114 6.1.3.1]
  k141_98775_4        K12743 4713.10   47.0   3.3e-14 N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase [EC:6.3.2.26]
  k141_98775_4        K16095 10534.47   46.7   2.5e-14 bacitracin synthase 3
  k141_98775_4        K15659 4351.40   45.6   5.5e-14 arthrofactin-type cyclic lipopeptide synthetase B
  k141_98775_4        K23875       -   45.5   3.5e-13 marinolic acid---CoA ligase [EC:6.2.1.60]
  k141_98775_4        K25776  752.83   44.5   8.7e-13 steroid-22-oyl-CoA synthetase [EC:6.2.1.-]
  k141_98775_4        K12719       -   44.2     1e-12 L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53]
  k141_98775_4        K21225       -   42.5   3.4e-12 acyl-CoA synthetase
  k141_98775_4        K16391 2860.57   42.5   1.5e-12 pimaricinolide synthase, loading module
  k141_98775_4        K15666 4652.40   42.0   1.6e-12 plipastatin/fengycin lipopeptide synthetase C
  k141_98775_4        K15395 3451.17   40.6     3e-12 hybrid polyketide synthase / nonribosomal peptide synthetase FtdB
  k141_98775_4        K24408  923.27   40.4   1.3e-11 salicylate---CoA ligase [EC:6.2.1.65]
  k141_98775_4        K16228 5474.17   40.1     5e-12 glycopeptidolipid biosynthesis protein
  k141_98775_4        K16229 3784.30   39.6   9.8e-12 glycopeptidolipid biosynthesis protein
  k141_98775_4        K01043 2433.90   39.4   1.2e-11 reducing polyketide synthase SwnK [EC:2.3.1.-]
  k141_98775_4        K16126  925.13   39.1   3.7e-11 L-threonine---[L-threonyl-carrier protein] ligase [EC:6.2.1.70]
  k141_98775_4        K15664 4458.07   39.1   1.1e-11 plipastatin/fengycin lipopeptide synthetase A
  k141_98775_4        K13611 4612.20   39.1   8.1e-12 bacillaene biosynthesis, polyketide synthase / nonribosomal peptide synthetase PksJ/BaeJ
  k141_98775_4        K16096       -   38.9   2.3e-11 gramicidin S synthase 1
  k141_98775_4        K12239 1757.70   38.8   3.2e-11 L-cysteine---[L-cysteinyl-carrier protein] ligase PchE [EC:6.2.1.69]
  k141_98775_4        K16093 8728.50   38.4   9.1e-12 bacitracin synthase 1
  k141_98775_4        K25254  888.43   38.0   7.4e-11 L-tryptophan---[L-tryptophyl-carrier protein] ligase [EC:6.2.1.73]
  k141_98775_4        K19102 6567.27   37.8   2.4e-11 nocardicin nonribosomal peptide synthetase NocA
  k141_98775_4        K21792 2275.53   37.7   3.2e-11 polyketide synthase
  k141_98775_4        K25233 1616.97   37.1   9.2e-11 L-alanine---[L-alanyl-carrier protein] ligase [EC:6.2.1.67]
  k141_98775_4        K08745  755.77   36.4   2.3e-10 solute carrier family 27 (fatty acid transporter), member 1/4 [EC:6.2.1.-]
  k141_98775_4        K16130 4506.70   35.7   1.1e-10 microcystin synthetase protein McyA
  k141_98775_4        K12701  881.60   35.4   4.8e-10 novobiocin biosynthesis protein NovH
  k141_98775_4        K16392 2913.43   34.7   4.1e-10 candicidin polyketide synthase FscA
  k141_98775_4        K00142  417.27   34.5   5.9e-10 acyl-CoA synthetase [EC:6.2.1.-]
  k141_98775_4        K16125 22385.13   33.9     1e-10 syringomycin synthetase protein SyrE
  k141_98775_4        K26578 4711.57   33.7   6.4e-10 colibactin biosynthesis nonribosomal peptide synthase
  k141_98775_4        K12912       -   33.5   1.2e-09 phosphinothricin tripeptide synthetase phsB [EC:6.2.1.67]
  k141_98775_4        K08749  960.57   32.8   2.6e-09 solute carrier family 27 (fatty acid transporter), member 6
  k141_98775_4        K16097       -   32.7   5.1e-10 gramicidin S synthase 2
  k141_98775_4        K19103 3960.33   32.1   1.8e-09 nocardicin nonribosomal peptide synthetase NocB
  k141_98775_4        K15675 9108.93   31.6     9e-10 rhizoxin biosynthesis, polyketide synthase / nonribosomal peptide synthetase RhiB
  k141_98775_4        K16378 2112.07   31.4   4.9e-09 pipecolate-incorporating enzyme
  k141_98775_4        K22152 1109.17   31.0   4.4e-09 fusarinine C synthase
  k141_98775_4        K01907  536.13   30.3   1.3e-08 acetoacetyl-CoA synthetase [EC:6.2.1.16]
  k141_98775_4        K15018 1304.67   30.2   1.8e-08 3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36]
  k141_98775_4        K16101 2431.77   30.1   1.2e-08 nonribosomal peptide synthetase protein VioG
  k141_98775_4        K16129 7454.07   29.9   4.8e-09 microcystin synthetase protein McyE
  k141_98775_4        K23665 2778.63   29.5   5.7e-09 fumiquinazoline F synthetase [EC:6.3.2.-]
  k141_98775_4        K00155 1133.40   29.5   1.5e-08 L-tyrosine reductase [EC:1.2.1.101]
  k141_98775_4        K26573 5916.27   29.0   9.9e-09 colibactin biosynthesis hybrid nonribosomal peptide/polyketide synthase
  k141_98775_4        K21107       -   28.8   4.9e-08 medium-chain-fatty-acid---[acyl-carrier-protein] ligase [EC:6.2.1.47]
  k141_98775_4        K22739 3226.90   28.5   2.1e-08 2-(2-aminopropanamido)benzoic acid synthetase
  k141_98775_4        K16108       -   28.2     2e-08 nonribosomal peptide synthetase protein BlmX
  k141_98775_4        K16131 4267.23   27.3     4e-08 microcystin synthetase protein McyB
  k141_98775_4        K01908  742.97   27.1   1.3e-07 propionyl-CoA synthetase [EC:6.2.1.17]
  k141_98775_4        K13776  740.87   27.0   1.6e-07 citronellyl-CoA synthetase [EC:6.2.1.-]
  k141_98775_4        K23646 2839.70   26.1   9.8e-08 ditryptophenaline biosynthesis nonribosomal peptide synthase [EC:6.3.2.-]
  k141_98775_4        K26565 3862.67   26.0   1.4e-07 colibactin biosynthesis nonribosomal peptide synthase
  k141_98775_4        K21182  835.80   25.8   3.2e-07 (S)-beta-tyrosine adenylation enzyme [EC:6.2.1.-]
  k141_98775_4        K16395       -   25.8   1.9e-07 epothilone synthetase B
  k141_98775_4        K14467  982.73   25.7   3.1e-07 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
  k141_98775_4        K16117       -   25.6   1.4e-07 pristinamycin I synthase 2
  k141_98775_4        K12425 1336.63   25.6   4.2e-07 long-chain fatty acid adenylase/transferase FadD23 [EC:6.2.1.57]
  k141_98775_4        K16111       -   23.7   9.2e-07 nonribosomal peptide synthetase protein BlmVII
  k141_98775_4        K15384       -   23.7   3.2e-07 aspyridone synthetase, hybrid polyketide synthase / nonribosomal peptide synthetase
  k141_98775_4        K16127 5425.70   22.5   1.2e-06 microcystin synthetase protein McyG
  k141_98775_4        K16106       -   22.4   1.3e-06 nonribosomal peptide synthetase protein BlmVI
  k141_98775_4        K12237 1465.77   22.0   1.8e-06 nonribosomal peptide synthetase VibF
  k141_98775_4        K08748  933.80   21.8   6.2e-06 solute carrier family 27 (fatty acid transporter), member 5 [EC:6.2.1.7]
  k141_98775_4        K24110  485.27   20.8   1.9e-05 3,4-dihydroxybenzoate---[aryl-carrier protein] ligase [EC:6.2.1.62]
  k141_98775_4        K15646  879.70   20.5   1.6e-05 coronamic acid synthetase CmaA, adenylation and thiolation didomain protein [EC:6.2.1.46]
  k141_98775_4        K08772  929.93   20.2     2e-05 solute carrier family 27 (fatty acid transporter), member 3 [EC:6.2.1.-]
  k141_98775_4        K25234 2849.97   20.0   8.9e-06 L-glutamate---[L-glutamyl-carrier protein] ligase [EC:6.2.1.68]
  k141_98775_4        K16109       -   19.8   1.5e-05 nonribosomal peptide synthetase protein BlmIX
  k141_98775_4        K26577 5270.50   19.5   1.1e-05 colibactin biosynthesis hybrid nonribosomal peptide/polyketide synthase
  k141_98775_4        K14466  863.07   19.0   4.6e-05 4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
  k141_98775_4        K21228       -   17.9   7.8e-05 (R)-2-aza-beta-tyrosine adenylation enzyme [EC:6.2.1.-]
  k141_98775_4        K16112       -   17.7   3.5e-05 nonribosomal peptide synthetase protein BlmIV
  k141_98775_4        K21793 3851.77   17.1   5.4e-05 oxidoreductase
  k141_98775_4        K00143  739.43   16.9   9.4e-05 L-2-aminoadipate reductase [EC:1.2.1.95]
  k141_98775_4        K03822  938.70   16.8   0.00012 putative long chain acyl-CoA synthase [EC:6.2.1.-]
  k141_98775_4        K26572 3247.50   16.1   0.00018 colibactin biosynthesis nonribosomal peptide synthase
  k141_98775_4        K16102 1303.50   15.9    0.0004 nonribosomal peptide synthetase protein VioO
  k141_98775_4        K23667 1306.23   15.7   0.00027 fumiquinazoline A synthase [EC:6.3.2.-]
  k141_98775_4        K18281       -   15.3   0.00019 brevianamide F synthase [EC:6.3.2.-]
  k141_98775_4        K22581       -   13.9   0.00045 tenuazonic acid synthetase [EC:6.3.2.50]
  k141_98775_4        K23627       -   13.6   0.00049 cyclopeptine synthase [EC:6.3.2.40]
  k141_98775_4        K16098 2400.37   13.2    0.0018 nonribosomal peptide synthetase protein VioF
  k141_98775_4        K14469 2044.57   13.1     0.001 acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]
  k141_98775_4        K15390       -   12.0    0.0011 pseurotin A synthetase, hybrid polyketide synthase / nonribosomal peptide synthetase
  k141_98775_4        K01912  262.83   12.0     0.006 phenylacetate-CoA ligase [EC:6.2.1.30]
  k141_98775_4        K14417       -   11.7    0.0084 4-chlorobenzoate-CoA ligase [EC:6.2.1.33]
  k141_98775_4        K23888       -    8.3     0.023 histidyltryptophyldiketopiperazine synthetase [EC:6.3.2.-]
* k141_98775_5        K21471  150.80  215.8   2.1e-64 peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]
  k141_98775_5        K21473  260.70  137.4   8.7e-41 peptidoglycan DL-endopeptidase RipA [EC:3.4.-.-]
  k141_98775_5        K19224  192.73  132.3   3.3e-39 peptidoglycan DL-endopeptidase LytE [EC:3.4.-.-]
  k141_98775_5        K20742  178.83  113.4   1.8e-33 gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]
  k141_98775_5        K13694  193.90  112.3   3.3e-33 murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]
  k141_98775_5        K19303  180.13  107.1     1e-31 murein DD-endopeptidase [EC:3.4.-.-]
  k141_98775_5        K13695  200.63  100.4   1.4e-29 probable lipoprotein NlpC
  k141_98775_5        K21474  331.80   73.9   1.7e-21 peptidoglycan DL-endopeptidase RipB [EC:3.4.-.-]
